Fund Name,Category,Subcategory,Plan,isin,scheme_code,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),YTM (%),Macaulay Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),ytm_score,duration_score,maturity_score,credit_score,total_score,fund_rating,Top Holdings Count,Fund URL
ICICI Pru Bond,debt,Medium to Long Duration,Regular,INF109K01BQ3,109742,3.66,6.88,5.96,Debt: Medium to Long Duration,3.14,6.08,5.46,7.85,6.74,AAA,15.21,8,3,3,9,23,Average,25,https://www.valueresearchonline.com/funds/8811/
ICICI Pru Diversified Debt Strategy Active FoF,debt,Medium to Long Duration,Regular,INF109K01878,102141,5.08,7.21,6.29,Debt: Medium to Long Duration,3.14,6.08,5.46,,,AAA,,,,,,,N/A,4,https://www.valueresearchonline.com/funds/1926/
JM Medium to Long Duration Reg,debt,Medium to Long Duration,Regular,INF192K01AB3,100223,2.56,6.17,5.08,Debt: Medium to Long Duration,3.14,6.08,5.46,7.2,4.08,AAA,4.99,6,4,6,9,25,Average,8,https://www.valueresearchonline.com/funds/110/
Kotak Bond Reg,debt,Medium to Long Duration,Regular,INF174K01EM0,100299,2.85,6.1,5.26,Debt: Medium to Long Duration,3.14,6.08,5.46,7.59,4.83,AAA,8.18,8,4,4,9,25,Average,25,https://www.valueresearchonline.com/funds/711/
LIC MF Medium to Long Duration Reg,debt,Medium to Long Duration,Regular,INF767K01923,100315,2.86,6.3,5.46,Debt: Medium to Long Duration,3.14,6.08,5.46,7.49,5.51,AAA,10.68,6,3,3,9,21,Average,15,https://www.valueresearchonline.com/funds/616/
Nippon India Medium to Long Duration Reg,debt,Medium to Long Duration,Regular,INF204K01CL1,100387,2.89,5.83,5.28,Debt: Medium to Long Duration,3.14,6.08,5.46,7.41,6.69,AAA,14.02,7,3,3,9,22,Average,17,https://www.valueresearchonline.com/funds/479/
SBI Medium to Long Duration Reg,debt,Medium to Long Duration,Regular,INF200K01594,100639,3.24,6.23,5.63,Debt: Medium to Long Duration,3.14,6.08,5.46,7.92,4.33,AAA,8.25,8,4,4,9,25,Average,25,https://www.valueresearchonline.com/funds/567/
UTI Medium to Long Duration Reg,debt,Medium to Long Duration,Regular,INF789F01406,100741,2.52,5.86,8.16,Debt: Medium to Long Duration,3.14,6.08,5.46,8.09,4.71,AAA,7.84,8,3,4,9,24,Average,24,https://www.valueresearchonline.com/funds/541/
UTI Medium to Long Duration Seg Port Reg,debt,Medium to Long Duration,Regular,INF789F01406,100741,,,,,,,,,,B,0.07,,,,,,N/A,1,https://www.valueresearchonline.com/funds/40715/
ABSL Money Manager Reg,debt,Money Market,Regular,,146204,6.07,7.23,6.43,Debt: Money Market,5.93,6.98,6.18,7.94,0.67,AAA,0.67,8,9,9,9,35,Good,25,https://www.valueresearchonline.com/funds/2952/
ABSL Money Manager Ret,debt,Money Market,Regular,INF209K01RV7,101976,6.07,7.23,6.44,Debt: Money Market,5.93,6.98,6.18,7.94,0.67,AAA,0.67,8,9,9,9,35,Good,25,https://www.valueresearchonline.com/funds/1749/
Axis Money Market Reg,debt,Money Market,Regular,INF846K01R46,147568,6.11,7.23,6.41,Debt: Money Market,5.93,6.98,6.18,7.75,0.58,AAA,0.58,6,9,9,9,33,Good,25,https://www.valueresearchonline.com/funds/40192/
Bajaj Finserv Money Market Reg,debt,Money Market,Regular,INF0QA701441,151893,5.55,,,Debt: Money Market,5.93,,,7.51,0.59,AAA,0.59,5,9,9,9,32,Good,25,https://www.valueresearchonline.com/funds/43658/
Bandhan Money Market Reg,debt,Money Market,Regular,INF194K01LJ9,108756,6.06,6.89,5.9,Debt: Money Market,5.93,6.98,6.18,7.75,0.64,AAA,0.64,5,9,9,9,32,Good,25,https://www.valueresearchonline.com/funds/1548/
Bank of India Money Market Reg,debt,Money Market,Regular,INF761K01GS6,153293,5.83,,,Debt: Money Market,5.93,,,7.68,0.56,AAA,0.55,6,9,9,9,33,Good,25,https://www.valueresearchonline.com/funds/44944/
Baroda BNP Paribas Money Market Reg,debt,Money Market,Regular,INF955L01HY8,147382,6.03,6.97,6.02,Debt: Money Market,5.93,6.98,6.18,7.52,0.49,AAA,0.49,7,9,9,9,34,Good,25,https://www.valueresearchonline.com/funds/40012/
DSP Savings Reg,debt,Money Market,Regular,INF740K01714,100087,6.02,6.93,6.04,Debt: Money Market,5.93,6.98,6.18,7.18,0.73,AAA,0.73,6,9,9,9,33,Good,25,https://www.valueresearchonline.com/funds/662/
Edelweiss Money Market Inst,debt,Money Market,Regular,INF843K01377,140230,5.54,6.55,5.55,Debt: Money Market,5.93,6.98,6.18,7.68,0.62,AAA,0.58,6,9,9,9,33,Good,25,https://www.valueresearchonline.com/funds/7964/
Edelweiss Money Market Reg,debt,Money Market,Regular,INF843K01344,140229,5.54,6.55,5.55,Debt: Money Market,5.93,6.98,6.18,7.68,0.62,AAA,0.58,6,9,9,9,33,Good,25,https://www.valueresearchonline.com/funds/7962/
Franklin India Money Market Reg,debt,Money Market,Regular,INF090I01BX5,101358,6.04,7.19,6.29,Debt: Money Market,5.93,6.98,6.18,7.76,0.45,AAA,0.57,6,9,9,9,33,Good,25,https://www.valueresearchonline.com/funds/1184/
Groww Money Market Reg,debt,Money Market,Regular,INF666M01MZ6,153992,,,,Debt: Money Market,,,,6.98,0.33,AAA,0.34,4,10,10,9,33,Good,13,https://www.valueresearchonline.com/funds/45612/
HDFC Money Market Reg,debt,Money Market,Regular,INF179KB1HR5,101993,6.03,7.17,6.35,Debt: Money Market,5.93,6.98,6.18,7.71,0.59,AAA,0.59,8,9,9,9,35,Good,25,https://www.valueresearchonline.com/funds/695/
HSBC Money Market Reg,debt,Money Market,Regular,INF917K01BC9,151048,5.96,7.01,6.01,Debt: Money Market,5.93,6.98,6.18,7.63,0.58,AAA,0.58,6,9,9,9,33,Good,25,https://www.valueresearchonline.com/funds/2840/
ICICI Pru Money Market,debt,Money Market,Regular,INF109K01TX1,103633,6.04,7.22,6.38,Debt: Money Market,5.93,6.98,6.18,7.7,0.62,AAA,0.63,6,9,9,9,33,Good,25,https://www.valueresearchonline.com/funds/3261/
Invesco India Money Market,debt,Money Market,Regular,INF205K01SD1,112123,5.87,6.95,6,Debt: Money Market,5.93,6.98,6.18,7.58,0.59,AAA,0.59,6,9,9,9,33,Good,25,https://www.valueresearchonline.com/funds/10627/
Invesco India Money Market Reg,debt,Money Market,Regular,INF205K01SG4,112120,5.05,6.14,5.23,Debt: Money Market,5.93,6.98,6.18,7.58,0.59,AAA,0.59,6,9,9,9,33,Good,25,https://www.valueresearchonline.com/funds/10625/
Kotak Money Market Reg,debt,Money Market,Regular,INF174K01NA6,101893,6.06,7.2,6.4,Debt: Money Market,5.93,6.98,6.18,7.71,0.6,AAA,0.6,8,9,9,9,35,Good,25,https://www.valueresearchonline.com/funds/1781/
LIC MF Money Market Reg,debt,Money Market,Regular,INF767K01RB6,150393,6.05,6.33,,Debt: Money Market,5.93,6.98,,7.56,0.52,AAA,0.52,5,9,9,9,32,Good,25,https://www.valueresearchonline.com/funds/42407/
Mirae Asset Money Market Reg,debt,Money Market,Regular,INF769K01HK4,149115,5.82,7,,Debt: Money Market,5.93,6.98,,7.52,0.58,AAA,0.58,8,9,9,9,35,Good,25,https://www.valueresearchonline.com/funds/41641/
Nippon India Money Market Reg,debt,Money Market,Regular,INF204K01VA4,103048,6.04,7.23,6.45,Debt: Money Market,5.93,6.98,6.18,7.7,0.58,AAA,0.61,8,9,9,9,35,Good,25,https://www.valueresearchonline.com/funds/2792/
PGIM India Money Market Reg,debt,Money Market,Regular,INF663L01U24,152122,5.81,6.84,6,Debt: Money Market,5.93,6.98,6.18,7.37,0.5,AAA,0.5,6,9,9,9,33,Good,14,https://www.valueresearchonline.com/funds/40771/
SBI Savings Reg,debt,Money Market,Regular,INF200K01636,102503,5.67,6.79,5.96,Debt: Money Market,5.93,6.98,6.18,7.48,0.57,AAA,0.63,5,9,9,9,32,Good,25,https://www.valueresearchonline.com/funds/2300/
Shriram Money Market Reg,debt,Money Market,Regular,INF680P01489,154143,,,,Debt: Money Market,,,,7.65,0.62,AAA,0.62,6,9,9,9,33,Good,10,https://www.valueresearchonline.com/funds/45777/
Sundaram Money Market Reg,debt,Money Market,Regular,INF903JA1FJ3,145042,6.01,7.07,6.2,Debt: Money Market,5.93,6.98,6.18,7.67,0.56,AAA,0.56,6,9,9,9,33,Good,25,https://www.valueresearchonline.com/funds/37720/
TRUSTMF Money Market Reg,debt,Money Market,Regular,INF0GCD01479,150511,5.82,6.87,,Debt: Money Market,5.93,6.98,,7.32,0.55,AAA,0.55,5,9,9,9,32,Good,18,https://www.valueresearchonline.com/funds/42420/
Tata Money Market Reg,debt,Money Market,Regular,INF277K01LQ7,101847,6.1,7.23,6.42,Debt: Money Market,5.93,6.98,6.18,7.79,0.59,AAA,0.59,8,9,9,9,35,Good,25,https://www.valueresearchonline.com/funds/1731/
UTI Money Market Discontinued,debt,Money Market,Regular,INF789FA1N03,134973,6.11,7.02,6.11,Debt: Money Market,5.93,6.98,6.18,7.58,0.56,AAA,0.56,6,9,9,9,33,Good,25,https://www.valueresearchonline.com/funds/389/
UTI Money Market Reg,debt,Money Market,Regular,INF192K01AU3,143598,6.11,7.26,6.46,Debt: Money Market,5.93,6.98,6.18,7.58,0.56,AAA,0.56,6,9,9,9,33,Good,25,https://www.valueresearchonline.com/funds/10556/
Union Money Market Reg,debt,Money Market,Regular,INF582M01HO9,149116,5.66,6.38,,Debt: Money Market,5.93,6.98,,6.68,0.45,AAA,0.45,4,10,10,9,33,Good,25,https://www.valueresearchonline.com/funds/41645/
ABSL US Treasury 1-3 Year Bonds ETFs Passive FoF Reg*,debt,Others,Regular,INF209KB13W4,152142,12.47,,,,,,,4.04,,D,1.92,1,1,8,1,11,Poor,1,https://www.valueresearchonline.com/funds/43822/
ABSL US Treasury 3-10 Year Bonds ETFs Passive FoF Reg*,debt,Others,Regular,INF209KB10X8,152149,12.39,,,,,,,4.22,,D,5.61,1,1,5,1,8,Poor,2,https://www.valueresearchonline.com/funds/43818/
Axis US Specific Treasury Dynamic Debt Passive FoF Reg*,debt,Others,Regular,INF846K013T8,152239,12.9,,,,,,,,,D,,,,,,,N/A,1,https://www.valueresearchonline.com/funds/43976/
Bandhan US Treasury Bond 0-1 year Specific Debt Passive FoF Reg,debt,Others,Regular,INF194KB1FT6,151546,13.2,9.39,,,,,,,,D,,,,,,,N/A,1,https://www.valueresearchonline.com/funds/43351/
DSP US Specific Debt Passive FoF Reg*,debt,Others,Regular,INF740KA1UG2,152527,13,,,,,,,,,D,,,,,,,N/A,2,https://www.valueresearchonline.com/funds/44194/
360 ONE Overnight Reg,debt,Overnight,Regular,INF579M01BD1,153700,,,,Debt: Overnight,,,,5.41,0,AAA,0,1,10,10,9,30,Good,11,https://www.valueresearchonline.com/funds/45314/
ABSL Overnight Reg,debt,Overnight,Regular,INF209KB1ZC3,145481,5.22,6.08,5.5,Debt: Overnight,5.22,6.08,5.51,5.5,,GOI/Cash,,1,1,1,10,13,Poor,3,https://www.valueresearchonline.com/funds/38131/
Axis Overnight Reg,debt,Overnight,Regular,INF846K01O23,146678,5.33,6.19,5.59,Debt: Overnight,5.22,6.08,5.51,5.38,0,GOI/Cash,0,1,10,10,10,31,Good,2,https://www.valueresearchonline.com/funds/39290/
Bajaj Finserv Overnight Reg,debt,Overnight,Regular,INF0QA701250,151851,5.34,,,Debt: Overnight,5.22,,,5.41,0,GOI/Cash,0,1,10,10,10,31,Good,4,https://www.valueresearchonline.com/funds/43598/
Bandhan Overnight Reg,debt,Overnight,Regular,INF194KB1314,146187,5.24,6.09,5.5,Debt: Overnight,5.22,6.08,5.51,5.36,0.01,GOI/Cash,0.01,1,10,10,10,31,Good,2,https://www.valueresearchonline.com/funds/38833/
Bank of India Overnight Reg,debt,Overnight,Regular,INF761K01EZ6,147936,5.56,6.31,5.7,Debt: Overnight,5.22,6.08,5.51,5.35,0,Cash,0,1,10,10,10,31,Good,1,https://www.valueresearchonline.com/funds/40570/
Baroda BNP Paribas Overnight Reg,debt,Overnight,Regular,INF955L01HS0,147193,5.28,6.12,5.54,Debt: Overnight,5.22,6.08,5.51,5.38,0,Cash,0,1,10,10,10,31,Good,2,https://www.valueresearchonline.com/funds/39815/
Baroda BNP Paribas Overnight Unclaimed,debt,Overnight,Regular,INF955L01HS0,149991,,,,,,,,5.38,0,Cash,0,1,10,10,10,31,Good,2,https://www.valueresearchonline.com/funds/42288/
Canara Robeco Overnight Reg,debt,Overnight,Regular,INF760K01JO1,147534,5.27,6.1,5.53,Debt: Overnight,5.22,6.08,5.51,5.33,0.01,GOI/Cash,0.01,1,10,10,10,31,Good,3,https://www.valueresearchonline.com/funds/40151/
DSP Overnight Reg,debt,Overnight,Regular,INF740KA1MB0,146061,5.27,6.12,5.54,Debt: Overnight,5.22,6.08,5.51,5.1,,AAA,0.01,1,1,10,9,21,Average,12,https://www.valueresearchonline.com/funds/38745/
DSP Overnight Uncl,debt,Overnight,Regular,INF740KA1MB0,146061,,,,,,,,5.1,,AAA,0.01,1,1,10,9,21,Average,12,https://www.valueresearchonline.com/funds/41887/
Edelweiss Overnight Reg,debt,Overnight,Regular,INF754K01KE3,147569,5.25,6.09,5.5,Debt: Overnight,5.22,6.08,5.51,5.38,0,GOI/Cash,0,1,10,10,10,31,Good,4,https://www.valueresearchonline.com/funds/40169/
Franklin India Overnight Reg,debt,Overnight,Regular,INF090I01SO8,147213,5.36,6.14,5.53,Debt: Overnight,5.22,6.08,5.51,5.36,0.01,GOI/Cash,0.01,1,10,10,10,31,Good,3,https://www.valueresearchonline.com/funds/39881/
Groww Overnight Reg,debt,Overnight,Regular,INF666M01GT1,147454,5.14,6.02,5.38,Debt: Overnight,5.22,6.08,5.51,5.36,0,Cash,0,1,10,10,10,31,Good,0,https://www.valueresearchonline.com/funds/40032/
HDFC Overnight Reg,debt,Overnight,Regular,INF179KB1HS3,101996,5.21,6.06,5.47,Debt: Overnight,5.22,6.08,5.51,5.37,0,GOI/Cash,0,1,10,10,10,31,Good,9,https://www.valueresearchonline.com/funds/1202/
HSBC Overnight Reg,debt,Overnight,Regular,INF336L01OL4,147290,5.28,6.11,5.51,Debt: Overnight,5.22,6.08,5.51,5.33,0,GOI/Cash,0,1,10,10,10,31,Good,2,https://www.valueresearchonline.com/funds/39917/
Helios Overnight Reg,debt,Overnight,Regular,INF0R8701095,152153,5.13,,,Debt: Overnight,5.22,,,5.35,0,Cash,0,1,10,10,10,31,Good,0,https://www.valueresearchonline.com/funds/43833/
ICICI Pru Overnight,debt,Overnight,Regular,INF109KC17E3,145535,5.27,6.12,5.52,Debt: Overnight,5.22,6.08,5.51,5.39,0,GOI/Cash,0,1,10,10,10,31,Good,5,https://www.valueresearchonline.com/funds/38253/
ITI Overnight Reg,debt,Overnight,Regular,INF00XX01473,147714,5.02,5.87,5.32,Debt: Overnight,5.22,6.08,5.51,5.37,0,Cash,0,1,10,10,10,31,Good,0,https://www.valueresearchonline.com/funds/40350/
Invesco India Overnight Reg,debt,Overnight,Regular,INF205KA1114,147878,5.28,6.14,5.54,Debt: Overnight,5.22,6.08,5.51,5.39,0,GOI/Cash,0.01,1,10,10,10,31,Good,3,https://www.valueresearchonline.com/funds/40510/
JM Overnight Reg,debt,Overnight,Regular,INF192K01LX4,147836,5.12,6.02,5.47,Debt: Overnight,5.22,6.08,5.51,5.36,0,Cash,0,1,10,10,10,31,Good,0,https://www.valueresearchonline.com/funds/40472/
JioBlackRock Overnight Uncl,debt,Overnight,Regular,INF22M001036,153650,,,,,,,,5.4,0,GOI/Cash,0,1,10,10,10,31,Good,4,https://www.valueresearchonline.com/funds/45699/
Kotak Overnight Reg,debt,Overnight,Regular,INF174KA1BC6,146142,5.27,6.11,5.51,Debt: Overnight,5.22,6.08,5.51,5.4,0,Cash,0,1,10,10,10,31,Good,2,https://www.valueresearchonline.com/funds/38843/
LIC MF Overnight Reg,debt,Overnight,Regular,INF767K01QD4,147519,5.27,6.08,5.49,Debt: Overnight,5.22,6.08,5.51,5.39,0,GOI/Cash,0,1,10,10,10,31,Good,5,https://www.valueresearchonline.com/funds/40143/
Mahindra Manulife Overnight Reg,debt,Overnight,Regular,INF174V01812,147565,5.23,6.08,5.51,Debt: Overnight,5.22,6.08,5.51,5.39,0.01,GOI/Cash,0.01,1,10,10,10,31,Good,2,https://www.valueresearchonline.com/funds/40202/
Mirae Asset Overnight Reg,debt,Overnight,Regular,INF769K01FE1,147739,5.27,6.12,5.54,Debt: Overnight,5.22,6.08,5.51,5.37,0,CASH,0,1,10,10,10,31,Good,1,https://www.valueresearchonline.com/funds/40362/
NJ Overnight Reg,debt,Overnight,Regular,INF0J8L01073,150368,5.16,6.02,,Debt: Overnight,5.22,6.08,,5.32,0,Cash,0,1,10,10,10,31,Good,0,https://www.valueresearchonline.com/funds/42424/
Nippon India Overnight Reg,debt,Overnight,Regular,INF204KB1Q65,145811,5.27,6.13,5.54,Debt: Overnight,5.22,6.08,5.51,5.39,0,AAA,0,1,10,10,9,30,Good,4,https://www.valueresearchonline.com/funds/38538/
PGIM India Overnight Reg,debt,Overnight,Regular,INF663L01T43,147600,5.2,6.11,5.53,Debt: Overnight,5.22,6.08,5.51,5.43,0,Cash,0,1,10,10,10,31,Good,1,https://www.valueresearchonline.com/funds/40233/
Quant Overnight Fund Uncl,debt,Overnight,Regular,INF966L01BD2,151191,,,,,,,,5.13,0.01,Cash,0.01,1,10,10,10,31,Good,0,https://www.valueresearchonline.com/funds/45712/
Quant Overnight Reg,debt,Overnight,Regular,INF966L01BC4,151195,5.08,6.22,,Debt: Overnight,5.22,6.08,,5.13,0.01,Cash,0.01,1,10,10,10,31,Good,0,https://www.valueresearchonline.com/funds/42930/
SBI Overnight Reg,debt,Overnight,Regular,INF200K01LQ9,101206,5.25,6.08,5.5,Debt: Overnight,5.22,6.08,5.51,5.24,0,GOI/Cash,0,1,10,10,10,31,Good,5,https://www.valueresearchonline.com/funds/1443/
Samco Overnight Reg,debt,Overnight,Regular,INF0K1H01032,150632,4.87,5.77,,Debt: Overnight,5.22,6.08,,5.5,0,Cash,0,1,10,10,10,31,Good,0,https://www.valueresearchonline.com/funds/42550/
Shriram Overnight Reg,debt,Overnight,Regular,INF680P01505,154399,5.25,6.05,,Debt: Overnight,5.22,6.08,,5.43,0,Cash,0,1,10,10,10,31,Good,0,https://www.valueresearchonline.com/funds/42465/
Sundaram Overnight Reg,debt,Overnight,Regular,INF903JA1GZ7,146959,5.2,6.07,5.49,Debt: Overnight,5.22,6.08,5.51,5.35,,GOI/Cash,,1,10,10,10,31,Good,4,https://www.valueresearchonline.com/funds/39560/
TRUSTMF Overnight Reg,debt,Overnight,Regular,INF0GCD01446,149798,5.18,6.08,,Debt: Overnight,5.22,6.08,,5.41,0,GOI/Cash,0,1,10,10,10,31,Good,1,https://www.valueresearchonline.com/funds/42044/
Tata Overnight Reg,debt,Overnight,Regular,INF277K016T9,146977,5.25,6.1,5.5,Debt: Overnight,5.22,6.08,5.51,5.41,0.01,GOI/Cash,0.01,1,10,10,10,31,Good,4,https://www.valueresearchonline.com/funds/39636/
UTI Overnight Reg,debt,Overnight,Regular,INF789F01604,100814,5.29,6.15,5.55,Debt: Overnight,5.22,6.08,5.51,5.35,0.01,GOI/Cash,0.01,1,10,10,10,31,Good,7,https://www.valueresearchonline.com/funds/1976/
Union Overnight Reg,debt,Overnight,Regular,INF582M01FJ3,146997,5.24,6.09,5.5,Debt: Overnight,5.22,6.08,5.51,5.37,0.01,GOI/Cash,0.01,1,10,10,10,31,Good,6,https://www.valueresearchonline.com/funds/39660/
ABSL Retirement 50s + Debt Reg,debt,Short Duration,Regular,INF209KB1J71,146941,2.83,4.88,4,Debt: Short Duration,4.7,6.74,6.02,6.47,3.21,GOI/Cash,5.9,3,5,5,10,23,Average,6,https://www.valueresearchonline.com/funds/39191/
ABSL Short Term Reg,debt,Short Duration,Regular,INF209K01942,101844,5.06,7.04,6.2,Debt: Short Duration,4.7,6.74,6.02,7.8,2.26,AAA,2.68,8,6,7,9,30,Good,25,https://www.valueresearchonline.com/funds/1682/
Axis Short Duration Reg,debt,Short Duration,Regular,INF846K01644,112354,5.36,7.21,6.19,Debt: Short Duration,4.7,6.74,6.02,7.92,2.45,AAA,3.23,,,,,,N/A,25,https://www.valueresearchonline.com/funds/10857/
Axis Short Duration Ret,debt,Short Duration,Regular,INF846K01594,112721,5.36,7.2,6.18,Debt: Short Duration,4.7,6.74,6.02,7.92,2.45,AAA,3.23,,,,,,N/A,25,https://www.valueresearchonline.com/funds/10996/
Bandhan Short Duration Reg,debt,Short Duration,Regular,INF194K01HF5,108768,5.25,7.14,5.97,Debt: Short Duration,4.7,6.74,6.02,7.73,2.32,AAA,2.99,7,6,6,9,28,Good,25,https://www.valueresearchonline.com/funds/903/
Bank of India Short Term Income Reg,debt,Short Duration,Regular,INF761K01579,111585,4.72,6.98,10.16,Debt: Short Duration,4.7,6.74,6.02,7.26,2.49,AAA,3.04,6,6,6,9,27,Average,25,https://www.valueresearchonline.com/funds/10053/
Baroda BNP Paribas Short Duration Reg,debt,Short Duration,Regular,INF955L01153,113036,4.5,6.78,5.81,Debt: Short Duration,4.7,6.74,6.02,7.81,1.97,AAA,2.35,8,7,7,9,31,Good,25,https://www.valueresearchonline.com/funds/11291/
Canara Robeco Short Duration Reg,debt,Short Duration,Regular,INF760K01BM2,115077,4.5,6.37,5.36,Debt: Short Duration,4.7,6.74,6.02,7.4,1.37,AAA,1.5,7,8,8,9,32,Good,16,https://www.valueresearchonline.com/funds/12602/
DSP Short Term Reg,debt,Short Duration,Regular,INF740K01656,101304,4.53,6.69,5.65,Debt: Short Duration,4.7,6.74,6.02,7.63,2.69,AAA,3.29,8,6,6,9,29,Good,25,https://www.valueresearchonline.com/funds/1437/
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL SD Index Reg,debt,Short Duration,Regular,INF754K01PS2,150849,4.82,6.92,,Debt: Short Duration,4.7,6.74,,6.69,2.4,GOI/Cash,2.61,4,6,7,10,27,Average,13,https://www.valueresearchonline.com/funds/43107/
Franklin Ind ST Incm Ret Seg Port 3 Inst,debt,Short Duration,Regular,,,,,,,,,,,,,,,,,,,N/A,0,https://www.valueresearchonline.com/funds/40851/
Franklin Ind ST Incm Ret Seg Port 3 Reg,debt,Short Duration,Regular,INF090I01BL0,100537,,,,,,,,,,,,,,,,,N/A,0,https://www.valueresearchonline.com/funds/40843/
Groww Short Term Reg,debt,Short Duration,Regular,INF666M01AJ5,123708,4.49,6.32,5.02,Debt: Short Duration,4.7,6.74,6.02,6.92,2.37,AAA,4.29,6,6,6,9,27,Average,15,https://www.valueresearchonline.com/funds/20847/
HDFC Short Term Debt Reg,debt,Short Duration,Regular,INF179K01CU6,113047,5.26,7.31,6.28,Debt: Short Duration,4.7,6.74,6.02,8.01,2.56,AAA,3.15,9,6,6,9,30,Good,25,https://www.valueresearchonline.com/funds/11308/
HSBC Short Duration Reg,debt,Short Duration,Regular,INF917K01CL8,151065,4.89,6.89,5.69,Debt: Short Duration,4.7,6.74,6.02,7.83,2.24,AAA,2.54,7,6,7,9,29,Good,25,https://www.valueresearchonline.com/funds/13736/
ICICI Pru Short Term,debt,Short Duration,Regular,INF109K01696,101231,5.59,7.32,6.48,Debt: Short Duration,4.7,6.74,6.02,8.14,2.86,AAA,4.48,8,6,6,9,29,Good,25,https://www.valueresearchonline.com/funds/1110/
Invesco India Short Duration Plan B,debt,Short Duration,Regular,INF205K01UR7,105189,4.42,6.67,5.47,Debt: Short Duration,4.7,6.74,6.02,7.84,2.37,AAA,2.74,8,6,6,9,29,Good,25,https://www.valueresearchonline.com/funds/4671/
Invesco India Short Duration Reg,debt,Short Duration,Regular,INF205K01UN6,105185,4.58,6.78,5.53,Debt: Short Duration,4.7,6.74,6.02,7.84,2.37,AAA,2.74,8,6,6,9,29,Good,25,https://www.valueresearchonline.com/funds/4668/
JM Short Duration Reg,debt,Short Duration,Regular,INF192K01MM5,150542,4.42,6.35,,Debt: Short Duration,4.7,6.74,,7.56,1.81,AAA,1.98,7,7,7,9,30,Good,19,https://www.valueresearchonline.com/funds/42461/
Kotak Bond Short Term Reg,debt,Short Duration,Regular,INF174K01ES7,101373,4.41,6.72,5.71,Debt: Short Duration,4.7,6.74,6.02,7.94,2.19,AAA,2.95,8,6,7,9,30,Good,25,https://www.valueresearchonline.com/funds/1313/
LIC MF Short Duration Reg,debt,Short Duration,Regular,INF767K01PT2,145952,4.62,6.57,5.39,Debt: Short Duration,4.7,6.74,6.02,7.66,2.39,AAA,2.61,6,6,6,9,27,Average,16,https://www.valueresearchonline.com/funds/38777/
Mahindra Manulife Short Duration Reg,debt,Short Duration,Regular,INF174V01AJ1,148727,5.11,6.79,5.66,Debt: Short Duration,4.7,6.74,6.02,7.92,2.53,AAA,3.09,8,6,6,9,29,Good,23,https://www.valueresearchonline.com/funds/41313/
Mirae Asset Short Duration Reg,debt,Short Duration,Regular,INF769K01DU2,142642,4.25,6.54,5.57,Debt: Short Duration,4.7,6.74,6.02,7.89,2.85,AAA,5.15,8,6,5,9,28,Good,25,https://www.valueresearchonline.com/funds/35429/
Nippon India Short Duration Reg,debt,Short Duration,Regular,INF204K01FL4,101665,5.12,7.16,6.08,Debt: Short Duration,4.7,6.74,6.02,8.03,2.43,AAA,2.73,9,6,7,9,31,Good,25,https://www.valueresearchonline.com/funds/1499/
SBI Short Horizon Debt ST Ret,debt,Short Duration,Regular,INF200K01MG8,106217,4.87,6.92,5.93,Debt: Short Duration,4.7,6.74,6.02,7.94,2.12,AAA,2.56,8,6,7,9,30,Good,25,https://www.valueresearchonline.com/funds/5485/
SBI Short Term Debt Reg,debt,Short Duration,Regular,INF200K01HZ8,106231,4.87,6.92,5.93,Debt: Short Duration,4.7,6.74,6.02,7.94,2.12,AAA,2.56,8,6,7,9,30,Good,25,https://www.valueresearchonline.com/funds/5489/
Sundaram Short Duration Reg,debt,Short Duration,Regular,INF173K01BA3,149585,4.86,6.87,7.35,Debt: Short Duration,4.7,6.74,6.02,7.64,1.68,AAA,1.87,7,7,8,9,31,Good,25,https://www.valueresearchonline.com/funds/1717/
TRUSTMF Short Duration Reg,debt,Short Duration,Regular,INF0GCD01313,149073,4.52,6.61,,Debt: Short Duration,4.7,6.74,,7.57,1.55,AAA,1.63,5,8,8,9,30,Good,10,https://www.valueresearchonline.com/funds/41602/
Tata Short Term Bond Reg,debt,Short Duration,Regular,INF277K01972,101548,4.16,6.36,5.45,Debt: Short Duration,4.7,6.74,6.02,7.81,1.95,AAA,2.23,8,7,7,9,31,Good,25,https://www.valueresearchonline.com/funds/1398/
UTI Short Duration Discontinued Reg,debt,Short Duration,Regular,INF789F01AJ9,106384,4.79,6.75,6.76,Debt: Short Duration,4.7,6.74,6.02,7.92,2.14,AAA,2.72,8,6,6,9,29,Good,25,https://www.valueresearchonline.com/funds/1763/
UTI Short Duration Reg,debt,Short Duration,Regular,INF789F01QA4,106624,4.79,6.93,7,Debt: Short Duration,4.7,6.74,6.02,7.92,2.14,AAA,2.72,8,6,6,9,29,Good,25,https://www.valueresearchonline.com/funds/5923/
Union Short Duration Reg,debt,Short Duration,Regular,INF582M01KK1,153240,4.77,,,Debt: Short Duration,4.7,,,7.32,2.25,AAA,2.54,7,6,7,9,29,Good,12,https://www.valueresearchonline.com/funds/44888/
