Stock_Name,Symbol,ISIN,BSE_Code,Sector,Industry,Market_Cap(crores),Market_Cap_Category,Star_Rating,Quality_Score,Growth_Score,Valuation_Score,Momentum_Score,ROE,ROCE,ROA,Operating_Margin,Net_Margin,Revenue_Growth_1Y,Revenue_Growth_3Y,Revenue_Growth_5Y,Profit_Growth_1Y,Profit_Growth_3Y,Profit_Growth_5Y,EPS_Growth,PE,Industry_PE,PB,PEG,Dividend_Yield,Debt_Equity,Piotroski_Score,Return_1M,Return_6M,Return_1Y,Return_3Y,Return_5Y,Beta,Volatility,Promoter_Holding,FII_Holding,DII_Holding,VRO_URL,Revenue_Score,Profit_Score,Fund_Quality_Score,Profitability_Score,Financial_Strength_Score,Fund_Valuation_Score,Fundamental_Available_Max,Fundamental_Raw_Score,Fundamental_Data_Available,Fundamental_Score,VR_Available_Weight,VR_Raw_Weighted_Score,VR_Score,VR_Data_Available,Final_Stock_Score,Final_Rating,Confidence_Level
ARCL Organics Ltd,,INE372M01010,543993,Basic Materials,Specialty Chemicals,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Retina Paints Limited,,INE0NTC01019,543902,Basic Materials,Specialty Chemicals,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
INNOKAIZ INDIA LIMITED,,INE0LDI01022,543905,Industrials,Specialty Business Services,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Hemant Surgical Industries Limited,,INE0GYI01028,543916,Healthcare,Medical Devices,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
CFF FLUID CONTROL LIMITED,,INE0NJ001013,543920,Industrials,Aerospace & Defense,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
ORGANIC RECYCLING SYSTEMS LIMITED,,INE0MIO01019,543997,Industrials,Waste Management,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Mirae Asset Mutual Fund,,INF769K01KT9,543999,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
CITY CROPS AGRO LIMITED,,INE0M7501019,544000,Consumer Defensive,Farm Products,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Sunita Tools Limited,,INE0Q1S01010,544001,Industrials,Specialty Industrial Machinery,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Vivaa Tradecom Limited,,INE0PA601017,544002,Consumer Cyclical,Apparel Manufacturing,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Mirae Asset Mutual Fund,,INF769K01KV5,544006,Technology,Software - Application,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Mirae Asset Mutual Fund,,INF769K01KU7,544007,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Vrundavan Plantation Limited,,INE0Q6901013,544011,Consumer Defensive,Farm Products,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
KK Shah Hospitals Limited,,INE0OH401016,544013,Healthcare,Medical Care Facilities,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Mish Designs Limited,,INE0QI101019,544015,Consumer Cyclical,Apparel Manufacturing,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Kalyani Cast-Tech Limited,,INE0N6U01018,544023,Industrials,Metal Fabrication,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Kaka Industries Limited,,INE0P3N01018,543939,Consumer Cyclical,Furnishings,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
KOURA FINE DIAMOND JEWELRY LIMITED,,INE0M8R01011,544139,Consumer Cyclical,Luxury Goods,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Swashthik Plascon Limited,,INE0RDR01012,544035,Consumer Cyclical,Packaging & Containers,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Amic Forging Limited,,INE0P9J01013,544037,Industrials,Metal Fabrication,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Siyaram Recycling Industries Limited,,INE0QSK01017,544047,Industrials,Metal Fabrication,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Benchmark Computer Solutions Limited,,INE0Q2Z01013,544052,Technology,Software—Infrastructure,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Sahara Maritime Limited,,INE0PSJ01011,544056,Industrials,Marine Shipping,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
SHANTI SPINTEX LIMITED,,INE0QZQ01019,544059,Consumer Cyclical,Textile Manufacturing,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
AIK Pipes and Polymers Limited,,INE0QFT01015,544072,Industrials,Building Products & Equipment,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Manoj Ceramic Limited,,INE0A6N01026,544073,Basic Materials,Building Materials,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Shri Balaji Valve Components Limited,,INE0RNZ01014,544074,Industrials,Specialty Industrial Machinery,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Sayaji Hotels (Indore) Limited,,INE0MGS01014,544080,Consumer Cyclical,Lodging,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
New Swan Multitech Limited,,INE0GEN01012,544082,Industrials,Farm & Heavy Construction Machinery,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Shree Marutinandan Tubes Limited,,INE0QIS01011,544083,Industrials,Industrial Distribution,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Qualitek Labs Limited,,INE0Q1R01012,544091,Healthcare,Diagnostics & Research,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Sayaji Hotels (Pune) Limited,,INE07G501017,544090,Consumer Cyclical,Lodging,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Bajaj Finserv Mutual Fund,,INF0QA701722,544092,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Bajaj Finserv Mutual Fund,,INF0QA701714,544093,Financial Services,Banks,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,15,,15,15,Low,100,0,0,0,None,100,Excellent,Medium
TGIF AGRIBUSINESS LIMITED,,INE0SMU01015,544175,Consumer Defensive,Farm Products,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Brisk Technovision Limited,,INE0Q6L01014,544101,Technology,Information Technology Services,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
PIOTEX INDUSTRIES LIMITED,,INE0R4W01015,544178,Consumer Cyclical,Textile Manufacturing,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
HARSHDEEP HORTICO LIMITED,,INE0OLZ01015,544105,Consumer Cyclical,Furnishings,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Mayank Cattle Food Limited,,INE0R5Z01015,544106,Consumer Defensive,Farm Products,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Gabriel Pet Straps Limited,,INE0QZF01012,544108,Industrials,Tools & Accessories,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
DSP Mutual Fund,,INF740KA1ZG1,544109,Healthcare,Drug Manufacturers,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Magenta Lifecare Limited,,INE0QZ901011,544188,Consumer Cyclical,Furnishings,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
JASCH GAUGING TECHNOLOGIES LIMITED,,INE0QXV01014,544112,Technology,Scientific & Technical Instruments,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Rudra Gas Enterprise Limited,,INE0OYK01010,544121,Industrials,Engineering & Construction,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
LIC Mutual Fund,,INF767K01RN1,544123,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Mirae Asset Mutual Fund,,INF769K01LC3,544130,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
DEEPAK CHEMTEX LIMITED,,INE0RDM01013,544036,Basic Materials,Specialty Chemicals,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
United Cotfab Limited,,INE0S0I01011,544195,Consumer Cyclical,Textile Manufacturing,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Pune E - Stock Broking Limited,,INE510U01018,544141,Financial Services,Capital Markets,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,15,,15,15,Low,100,0,0,0,None,100,Excellent,Medium
KP GREEN ENGINEERING LIMITED,,INE0QVH01025,544150,Industrials,Metal Fabrication,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
CHATHA FOODS LIMITED,,INE0AH901011,544151,Consumer Defensive,Packaged Foods,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
National Peroxide Limited,,INE0PO601011,544205,Basic Materials,Specialty Chemicals,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Vruddhi Engineering Works Limited,,INE0OMZ01013,544157,Industrials,Specialty Industrial Machinery,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Jay Kailash Namkeen Limited,,INE0MSS01019,544160,Consumer Defensive,Packaged Foods,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Greenhitech Ventures Limited,,INE0S0701019,544163,Energy,Oil & Gas Refining & Marketing,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Faalcon Concepts Limited,,INE0Q9W01015,544164,Industrials,Engineering & Construction,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
SHIVAM CHEMICALS LIMITED,,INE0SGR01013,544165,Basic Materials,Chemicals,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
EMMFORCE AUTOTECH LIMITED,,INE0SDC01012,544166,Consumer Cyclical,Auto Parts,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
VARYAA CREATIONS LIMITED,,INE0R6801013,544168,Consumer Cyclical,Luxury Goods,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Amkay Products Limited,,INE0QSB01016,544169,Healthcare,Medical Instruments & Supplies,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Dolphin Kitchen Utencils and Appliances Limited,,INE0QXT01018,544170,Basic Materials,Steel,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Storage Technologies and Automation Limited,,INE0RGM01016,544171,Industrials,Engineering & Construction,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Finelistings Technologies Limited,,INE0QOQ01013,544173,Technology,Software—Application,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
BROACH LIFECARE HOSPITAL LIMITED,,INE0SFZ01018,544231,Healthcare,Medical Care Facilities,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Euphoria Infotech (India) Limited,,INE0PYT01018,544094,Technology,Software—Infrastructure,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Mirae Asset Mutual Fund,,INF769K01LJ8,544180,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
UTI Mutual Fund,,INF789F1AZD8,544102,Technology,Software - Application,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Associated Coaters Limited,,INE0RIQ01013,544183,Industrials,Specialty Business Services,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
ADTECH SYSTEMS LIMITED,,INE257C01014,544185,Industrials,Building Products & Equipment,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Forbes Precision Tools and Machine Parts Limited,,INE0TT901016,544186,Industrials,Tools & Accessories,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
SATTRIX INFORMATION SECURITY LIMITED,,INE0QUV01010,544189,Technology,Software—Infrastructure,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
HDFC Mutual Fund,,INF179KC1HW4,544110,Financial Services,Banks,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,15,,15,15,Low,100,0,0,0,None,100,Excellent,Medium
3C IT Solutions and Telecoms (India) Limited,,INE0R7D01018,544190,Technology,Information Technology Services,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Purple Finance Limited,,INE0CYK01015,544191,Financial Services,Credit Services,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,15,,15,15,Low,100,0,0,0,None,100,Excellent,Medium
Zerodha Mutual Fund,,INF0R8F01059,544193,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Zerodha Mutual Fund,,INF0R8F01067,544194,Industrials,Conglomerates,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Royal Sense Limited,,INE0QQG01019,544143,Healthcare,Medical Distribution,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Mirae Asset Mutual Fund,,INF769K01LY7,544268,Basic Materials,Other Industrial Metals & Mining,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
NEOPOLITAN PIZZA AND FOODS LIMITED,,INE471R01019,544269,Consumer Defensive,Food Distribution,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
DINDIGUL FARM PRODUCT LIMITED,,INE0S6R01027,544201,Consumer Defensive,Packaged Foods,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Mirae Asset Mutual Fund,,INF769K01LQ3,544212,Consumer Cyclical,Auto Parts,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
Gconnect Logitech and Supply Chain Limited,,INE0QHY01011,544156,Industrials,Integrated Freight & Logistics,,Small Cap,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,https://www.valueresearchonline.com/stocks/40860/aastha-broadcasting-network-ltd/#overview,,,,,,,0,0,None,0,0,0,0,None,0,Insufficient Data,Insufficient
